Country,CountryCode,Region,AdolescentFertility,Agriculture,CO2,Electric,Energy,Exports,Fertility,Forest,GDP,GDPGrowth,TechExports,Immunization,Imports,Industry,Internet,LifeExpectancy,Military,Mobile,Mortality,StatisticalCapacity,PopulationDensity,PopulationGrowth,Population,HIV,SecondarySchool,SurfaceArea,TaxRevenue,PopulationGrowthUrban,AgeDependency,Agricultural,AirPassengers,AirDepartures,ArmedForces,ATM,BirthRate,Cereal,ComputerExports,ComputerImports,DeathRate,Broadband,BroadbandPer100,Telephone,GDPperCapita,Hospital,TechExportsUSD,Household,HouseholdAdj,ICTServiceExports,ICTServiceExportsUSD,ICTGoodsImports,ICTGoodsExports,Unemployment,Nurses,PopulationChildren,PopulationAdult,PopulationElderly,Renewable,SecureInternetTotal,SecureInternet
Sierra Leone,SLE,Africa,104.3412,57.06502119,0.153169615,,,16.32461119,4.861,27064,2932106327,5.961211231,,83,56.02916987,7.981419589,0.9,45.10258537,0.86886932,36.43343754,170.5,48.88888889,81.26199778,1.954274762,5865491,1.6,45.66849,72300,10.92814758,2.777207833,80.3623489,34350,48789,2085,0.459001144,0.411264911,37.697,1214895,50.42281707,32.85644147,17.629,,,16000,499.8910283,,,2566282812,2566115224,49.81424923,78078936.75,,,,,41.96339417,55.44393539,2.592655897,80.34598061,4,0.681954844
Singapore,SGP,Asia,6.0282,0.037743284,4.320151436,8657.136794,4993.097787,201.2716199,1.2,23,2.7537E+11,6.207448728,45.15697135,95,174.8739366,26.40681473,71,81.74390244,3.240114507,150.1160495,2.8,,7405.285714,2.08576428,5183700,,,714,13.29546258,2.08576428,35.61519585,7.3,26509929.14,144696.8755,5.077443046,58.63053931,9.5,,32.9839593,46.15017864,4.5,1408200,27.12154021,2018100,53122.24973,2,1.26435E+11,98539653980,1.01003E+11,23.50462393,27871976745,23.54167751,28.91076562,20.10000038,,16.91978073,73.73806,9.342159271,0.490260318,3148,607.2882304
Sint Maarten (Dutch part),SXM,,,,,,,,2.03,,,,,,,,,,,,,,983.3823529,-5.919677828,33435,,,34,,-5.919677828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,Europe,16.8314,3.404113435,6.367545917,5347.526223,3213.949767,85.32051118,1.45,19332,97525437865,2.704198974,7.104378047,98,86.21461293,35.67021432,74.43999717,75.95853659,1.087446087,109.9775874,7.8,83.33333333,112.2605224,0.128936463,5398384,,93.53806,49036,12.47543506,-0.375189696,37.97219179,19297,34859,990,0.5856484,52.4293427,11.3,3717381,29.66950706,31.90164251,9.6,953098,17.51936904,1056025,18065.67259,6,4717976058,56009452321,56009313317,24.51497751,1605018253,11.53101461,16.0958339,63.90000153,,15.02779388,72.47831726,12.49381256,10.35755146,891,165.0493926
Slovenia,SVN,Europe,1.447,2.288540479,7.504259702,6806.170759,3547.122211,70.4182986,1.56,12550,51248818460,0.612801297,5.803878003,96,68.42065292,30.90619725,67.33999481,79.97073171,1.298835859,105.1696645,3.2,,101.9286495,0.207732702,2052843,,97.94894,20270,17.33391373,0.023701941,44.78882339,4585,972711,21370,1.180702059,104.5988816,10.7,611000,29.36056465,49.14798446,9.1,494372,23.97592184,881239,24964.80172,4.6,1403283011,28587711982,28587711982,21.51860799,1469911379,3.965986068,1.923524224,44.20000076,8.459,14.07617664,69.06606293,16.85771561,17.7199138,889,433.0579591
Somalia,SOM,Africa,113.7292,,0.058107048,,,,6.769,66702,,,,46,,,1.25,54.35795122,,18.16731553,154.7,23.33333333,15.79351388,2.780868341,9907903,0.5,,637660,,3.962832639,101.4507732,441290,177005.4,2815,0.109751601,,44.652,118913,,,12.774,,,90000,,,,,,,,,,,,47.54405594,49.63990784,2.816014767,94.19526879,2,0.201859061
South Africa,ZAF,Africa,52.5216,2.517080869,9.257216472,4606.207081,2752.228574,30.44439982,2.438,92410,4.16597E+11,3.212451755,5.036080249,78,29.57684841,29.93634142,33.97,55.29565854,1.10278667,123.1976544,47.5,81.11111111,42.49765393,1.488461432,51553479,18.8,98.45029,1219090,25.15893543,2.333510361,53.72212935,963740,16407784.96,191506.8663,0.416713106,58.86087242,21.316,12918562,16.94887267,29.43843111,13.547,907000,,4854000,8080.865243,,2240607495,2.47461E+11,2.50065E+11,14.6408223,2539649741,8.188333002,1.020989067,32.90000153,,29.60392189,65.05244446,5.343634605,17.10915148,3737,72.48783346
South Sudan,SSD,Africa,79.299,,,,,66.07643197,5.101,148195.9,17826873819,-4.638970408,,62,27.15008545,,,54.04556098,5.905252203,17.33918627,106.7,,,4.332733137,10381110,2.3,,644330,,5.263710274,85.17986215,285332,,,,0.586970015,36.934,,,,12.455,4,,2200,1717.241588,,,6943569381,6943569381,,,,,,,42.56080627,54.00154877,3.437638283,,,
Spain,ESP,Europe,11.049,2.460515092,5.790764234,5599.377374,2686.8704,28.79373704,1.34,183493,1.49451E+12,-0.617622686,6.467231061,97,29.03854078,24.927931,67.6,82.47560976,0.935592993,113.0635394,4.4,,93.71029872,0.355338396,46742697,0.4,128.51477,505600,9.348675111,0.64938946,47.81329885,275342.5,52736140.93,535074,0.916164687,149.2491005,10.1,22040441,36.27692232,50.21375802,8.3,11167809,24.00950447,19889038,31973.01908,3.1,13369605149,8.65375E+11,8.65375E+11,30.22848967,42743631259,5.23550357,1.532128861,41.59999847,,15.0607996,67.65290833,17.28628731,14.74976708,13164,281.6268817
Sri Lanka,LKA,Asia,17.9842,12.1003076,0.72992084,490.8237098,494.9797786,23.055064,2.347,18454,59180578839,8.245909534,1.02153345,99,37.6083186,29.90316985,15,73.89929268,2.960274054,87.54590803,10.3,76.66666667,332.7858396,1.040421697,20869000,0.1,99.09557,65610,12.41894893,0.974899568,49.49416318,26200,3665394,26052,2.59620807,14.47754997,18.332,4038207,24.45874933,10.98464073,7.017,359000,1.715607517,3608392,2835.812873,,70746485,41318540333,41318540333,22.89323839,706000000,3.542381217,0.387768178,45.70000076,,25.1320591,66.89222717,7.975692272,59.46252831,126,6.03766352
St. Kitts and Nevis,KNA,North America,,1.758321075,5.053538729,,,33.99542777,,110,728050629.6,1.695117941,0.123009243,99,51.4080141,25.97460093,63.2,,,145.3625569,10.9,61.11111111,203.7346154,1.175445301,52971,,94.48109,260,20.75557729,1.205840781,,60,,,,81.99662236,,,18.72150914,35.1213287,,12600,,19800,13744.32481,4.8,36481,511528666.7,519152703.7,14.30232881,25005822.22,5.867519761,22.52237601,,,,,,,64,1208.208265
St. Lucia,LCA,North America,57.328,2.546275937,2.270512241,,,44.42249211,1.96,470,1289531852,1.241586398,,91,63.29615743,15.62126138,44,74.55295122,,120.7836181,15.2,60,293.8868852,1.050846863,179271,,94.63983,620,23.45094516,1.048562149,50.12980487,110,,,,45.96439936,16.028,0,8.85459004,22.3629256,6.932,21340,11.90376581,35904,7193.198297,1.6,,990113777.8,990113777.8,8.799419171,33488230.37,,,,,24.7580471,66.60865021,8.632740021,2.306924096,21,117.1410881
St. Vincent and the Grenadines,VCT,North America,55.392,7.456673469,2.179604415,,,26.9990302,2.046,267.8,677039407.4,-0.480673797,0.001848139,97,55.62730524,18.83059374,43.01,72.29943902,,120.5309217,20,53.33333333,280.4025641,0.037498914,109357,,103.55383,390,22.54368475,0.762136166,48.95663071,100,,,,25.98913402,16.846,691,24.34329975,16.91389587,7.18,13249,12.11536527,22723,6191.093459,2.7,99,590750185.2,591382629.6,23.98738878,33431836.67,3.571967606,0.665115285,,,26.11081123,67.13424683,6.755854607,5.134517103,14,128.0210686
Sudan,SDN,Africa,88.49621,25.43847934,0.354150545,143.4460238,355.0787679,17.5676328,4.563,550752.1,67326793943,-1.967729268,0.69540684,87,15.54403895,27.35184807,17.30391318,61.67941463,,68.77724454,81.1,44.44444444,19.70203409,2.161264459,36430923,0.2,36.98088,1879357.5,,2.487218415,81.63030189,1086788,947031.4561,16727.08824,2.333195707,3.511975591,34.379,5598000,29.31379656,2.024237146,8.526,17430,0.04784397,483617,1617.597384,,294501,46169934760,44481237052,6.323692991,52660177.91,3.677146444,0.007280853,,,41.77163315,55.05688858,3.171470642,63.99273545,1,0.021362029
Sweden,SWE,Europe,6.4248,1.630472387,5.518421481,14030.16315,5274.643613,46.68289496,1.9,282030,5.63113E+11,2.664408163,13.37657781,97,41.97863193,28.23954345,92.76998606,81.80243902,1.123181599,121.2222926,3,,23.02776478,0.755150134,9449213,,96.91104,450300,20.84783118,0.936036801,54.07710563,30660,,,0.422784638,45.22949994,11.8,4651000,60.96548926,54.51685236,9.5,3027459,32.04011233,4482202,59593.6848,2.7,18499493586,2.60706E+11,2.60706E+11,46.80961586,29500039574,10.67239635,9.166805761,16.79999924,,16.56199455,64.902565,18.53543663,46.54413956,13720,1451.972773
Switzerland,CHE,Europe,2.4206,0.726685378,4.625229924,7928.317054,3206.957613,65.7753983,1.52,12446,6.96312E+11,1.804553114,24.85503126,93,57.30103337,26.60947367,85.19302818,82.69512195,0.714349481,127.383212,4.4,,200.2327665,1.111878943,7912398,0.4,96.18763,41285,9.759123506,1.163439288,47.21801313,15229,24866065,244994,0.503784051,98.89823879,10.2,973386,43.7624165,61.78109186,7.8,3078338,38.89147463,4898770,88002.61459,5,50124292139,3.7547E+11,3.7547E+11,22.45022448,24212610897,5.585439531,1.468473782,38.29999924,17.359,14.90337563,67.92646027,17.17015457,21.31070784,16901,2136.014897
Syrian Arab Republic,SYR,Asia,42.1916,,2.625979411,1606.16157,910.5096077,,3.04,4970,,,,80,,,22.5,74.77058537,,59.24043734,15,60,119.5974296,1.972868576,21961676,,73.91929,185180,,2.669108625,64.79111504,138640,1433766.695,15455.40762,2.888227229,7.39710593,24.662,4827927,,,3.737,121300,0.55631068,4289000,,,,,,,,,,,,35.48897171,60.68287659,3.828142166,1.873240334,5,0.227669327
Tajikistan,TJK,Asia,43.20961,27.20812645,0.356149254,1784.039361,279.2364537,17.85194845,3.807,4100,6522755783,7.4,,98,67.17264967,22.4798433,13.03,67.13521951,1.093741167,80.9228584,51,75.55555556,55.83631037,2.428844468,7814850,0.3,85.55246,142550,,2.49291714,63.99439953,48550,846967.3803,7320,0.481165329,6.6352147,32.902,1034798.1,60.99266693,18.26292001,6.584,5020,,380000,834.661674,5.5,,6275824172,7512087780,48.51867236,273876130,,,,4.476,35.78025055,60.97771454,3.242071152,60.25280939,4,0.511846037
Tanzania,TZA,Africa,124.2546,31.2886594,0.157503158,89.31151115,454.9641851,20.75641834,5.359,330246,33561501962,7.904507572,5.404941572,93,36.03873747,24.2956675,3.2,60.07465854,0.916153034,55.36980391,57.2,72.22222222,52.33078234,3.025103557,46354607,5.4,,947300,12.28236353,5.428932333,92.29883413,373000,914932.0376,26332.30059,0.124552789,4.690500036,40.17,7955143,14.20825328,9.568402021,9.18,28268,,161063,745.6113309,,40986194,21975431988,22895038499,13.86754538,319000000,3.658167365,0.15203262,,,44.85487366,52.00239563,3.142731905,89.58421068,23,0.496175062
Thailand,THA,Asia,40.9232,13.34214537,4.556738121,2315.98821,1789.388652,76.94351893,1.427,189868,3.45672E+11,0.077086894,20.74201849,98,72.40697319,42.96588639,23.66992562,74.00890244,1.594858756,116.331131,14,83.33333333,130.314416,0.261720362,66576332,1.2,87.37352,513120,17.55212296,3.199096793,38.88167764,210600,31940491.98,227322,1.213384949,88.40813708,10.748,41473425.2,18.99170241,31.97936064,7.474,3895000,5.850427446,6661000,5192.113231,,33264733346,1.88341E+11,1.92117E+11,17.14673747,7128347233,11.91912197,15.57398749,9.199999809,,18.86188126,72.0037384,9.134379387,22.27235585,1151,17.28842616
Timor-Leste,TMP,Asia,54.9258,17.14031972,0.16364808,,,9.617097061,5.5,7308,1123000000,14.66809422,,62,127.5155833,23.09058615,0.9,66.49180488,1.828138914,56.02069885,59,52.22222222,75.34579691,4.938169461,1120392,,56.61771,14870,,7.1634943,100.1733034,3600,,,0.583579051,2.88222673,36.153,148080,26.08987166,84.32056072,6.085,550,,3054,1002.327757,,,724000000,703000000,,,,,,1.112,46.88938141,49.95681,3.153992653,,3,2.677634257
Togo,TGO,Africa,91.2336,30.76088842,0.324076867,137.3544877,484.0914456,39.4346813,4.746,2672,3756023048,4.883763946,0.207261532,72,56.33009206,15.53989442,3.5,55.80765854,1.571312502,41.64413476,90.2,54.44444444,118.9980511,2.602836899,6472304,2.6,54.94052,56790,16.44379747,3.865730658,80.88221773,37200,832351.1564,10745,0.306094338,3.195230204,37.197,1057893,23.97785717,17.31904423,11.068,34039,,60273,580.3224088,0.7,782525,3209377521,3345230961,20.29166052,103234155.9,4.520449795,0.070505008,,,41.97432709,55.28459549,2.741079569,69.12701278,13,2.008558312
Tunisia,TUN,Africa,4.822999,8.914020885,2.402455639,1335.513126,888.6221402,49.18812297,2.15,10224,45951389300,-0.508302869,5.602844497,96,56.38309713,31.60961975,39.1,74.34390244,1.556509856,115.2010779,16.5,77.77777778,68.70365602,1.19412,10673800,0.1,91.08627,163610,21.12843486,1.445572114,43.51772895,100720,3153388.977,32179.9169,1.23463933,21.72226551,18.8,2342023,20.77091343,16.68007572,5.9,559358,5.201843231,1217781,4305.063735,,732232913,30289250832,30175375212,10.75581395,496738371.2,6.625126445,7.376833321,,,23.31550217,69.67781067,7.006694794,13.35062411,206,19.2995934
Turkey,TUR,Asia,32.6044,9.007594496,4.391547759,2709.262114,1535.911565,23.97664132,2.08,114528,7.74754E+11,8.772747615,1.83861323,98,32.64746284,27.47182275,43.06571043,74.5404878,2.210966165,89.41002295,21.7,85.55555556,94.92696231,1.268772127,73058638,,88.85072,783560,20.14173948,2.067383463,50.38412994,382470,53500303,420222,2.300786972,58.84386321,17.439,35195055,8.112286212,18.06988863,5.729,7591367,10.39078637,15210846,10604.5524,2.5,1921400175,5.51544E+11,5.51544E+11,1.616656164,667000000,3.825922127,1.657657367,26.5,2.402,26.35121346,66.49637604,7.152406693,12.79332161,10494,143.6380459
Turkmenistan,TKM,Asia,18.5772,14.54882621,12.18367613,2443.863592,4838.796256,74.69608644,2.381,41270,29233333333,14.69934708,,99,43.53129946,48.44016501,5,65.16360976,,103.7858737,59,38.88888889,10.86686953,1.274529965,5106668,,,488100,,1.902718079,49.13866568,326600,160243.7654,1617.841311,0.994594829,,21.66,1558000,,,7.759,1100,,547000,5724.541586,4.07,,2278300213,2278300213,,,,,,,28.87507057,67.05166626,4.073223591,,1,0.195822403
Tuvalu,TUV,Oceania,,27.58989064,,,,,,10,39313508.69,8.453323926,,98,,9.499311237,30,,,21.63754571,31.1,,328.1333333,0.172843315,9844,,,30,,2.003927706,,18,,,,,,,15.42172239,56.33893687,,450,,1450,3993.651838,,,,,11.70216866,508582.8655,,,,,,,,,,
Uganda,UGA,Africa,131.3044,,0.108085953,,,18.43655526,6.06,28998,18661302215,9.673224959,21.93999778,75,33.53799018,,13.01354333,58.01753659,3.25344911,47.50472743,73.9,70,175.9074321,3.358517286,35148064,7.2,25.34471,241550,13.3967997,5.461547118,104.6914722,140620,141603,4879,0.334102006,3.677628169,44.152,3536000,28.59989137,30.16541867,9.865,35514,0.101041127,464849,530.9340001,,148932234,13789850237,13793003647,11.49488906,204421531.5,7.816613359,6.352075067,,,48.70862961,48.85401535,2.437360525,90.3336788,52,1.479455597
Ukraine,UKR,Europe,26.694,9.492159871,6.262351962,3662.443306,2768.923973,49.81634488,1.459,97310,1.6316E+11,5.200000009,4.392417637,67,56.42546756,29.07805209,28.70826284,70.80926829,2.258323327,121.3388196,11.2,88.88888889,78.89611959,-0.359480081,45706100,0.9,93.906,603550,18.5150528,-0.083242206,41.98512213,412810,5477654.918,76652.26818,0.927998102,83.94627985,11,56255900,32.64138132,27.71377067,14.5,3170384,6.921824579,12680881,3569.757027,,1908273982,1.078E+11,1.09007E+11,17.92279844,3812000000,2.58609117,0.891249774,28.39999962,6.406,13.99992371,70.42990875,15.57015991,2.733010228,810,17.72192333
United Arab Emirates,ARE,Asia,28.0744,0.73305774,19.99797997,10312.04594,7168.749109,90.61178299,1.841,3183.6,3.47454E+11,4.885270662,,94,72.5162127,60.05391764,78,76.781,5.52065988,131.3980376,8.7,,106.7595215,5.570268288,8925096,,,83600,0.324385123,5.950250826,16.71934129,3973,50342891.8,269521,0.844172397,54.34754267,15.578,132645,,,1.062,866968,9.713822686,1825496,38930.00694,,66644653,1.80194E+11,1.80194E+11,,,,,,3.16,13.98949623,85.67559052,0.334898353,0.14191744,1423,159.4380609
United Kingdom,GBR,Europe,25.776,0.639845505,7.085732086,5472.603879,2955.03962,30.87464308,1.91,28882,2.59202E+12,1.645120728,21.39265923,90,32.34743401,20.97464064,85.37999855,80.95121951,2.325386959,123.6041988,5,,261.4761212,0.781677289,63258918,0.3,97.37735,243610,25.78747179,1.110769713,52.42688788,171640,111598546.1,1062692,0.513041172,124.3996428,12.8,21484500,40.99153873,42.47821673,8.7,20588901,32.98080381,33252352,40974.70814,2.9,69611885161,1.66496E+12,1.66496E+12,32.10017935,97889542196,8.231434526,4.667375447,33.40000153,9.472,17.54314041,65.60522461,16.85163689,4.107318765,99758,1576.979233
United States,USA,North America,32.7346,1.362335156,17.02021634,13240.35799,7029.184189,13.57378557,1.8945,3044048,1.55179E+13,1.601454273,18.0913116,92,17.311334,20.55663394,69.72946076,78.64146341,4.583975977,94.44042596,7.2,,34.07754667,0.764677599,311721632,,93.55017,9831510,9.703616321,0.972454438,49.38454437,4112625,730796000,10057768,0.964312728,,12.7,386815964,46.29377675,39.64882526,8.066,88317000,28.04499973,143319000,49781.35749,2.9,1.45273E+11,1.06893E+13,1.06893E+13,22.57769056,1.41738E+11,12.84218314,9.499539449,31.29999924,,19.73120117,66.94132996,13.32746983,8.185442547,487069,1562.512672
Uruguay,URY,South America,58.871,10.61802142,2.297642136,2810.119504,1308.167375,26.42214943,2.068,17888,47962439304,5.162133026,6.122160102,95,26.85641705,25.51512853,51.40466106,76.76426829,1.755696239,140.6072022,12,94.44444444,19.33199634,0.340583691,3383486,0.7,,176220,19.1018313,0.550088492,56.78002032,143780,,,1.477363826,39.5434859,14.672,4447708,15.61184396,23.48610444,9.331,472876,13.9759999,964859,14175.45079,3,134229147,32034831668,32034831673,15.39529298,553335247.9,5.256390139,0.059064586,,,22.26904488,63.78371429,13.94736099,48.59397182,237,70.04610038
Uzbekistan,UZB,Asia,40.768,19.10070878,3.914921266,1625.970538,1609.549854,33.08135115,2.3,32716,45324319955,8.299999999,,99,31.24423345,32.58476072,30.2,67.98039024,,90.3737516,45.4,61.11111111,68.96897038,2.684015505,29339400,0.2,105.16976,447400,,2.634267264,50.66269835,266600,2275947,23773,0.536503713,4.362407332,21.5,7063268,,,4.9,147760,,1927735,1544.827773,,,23737193332,23737195081,,,,,,,29.29603767,66.37342834,4.330530643,2.240146733,13,0.443090179
Vanuatu,VUT,Oceania,45.3856,25.63308147,0.591505431,,,44.33987555,3.456,4400,792149995.8,1.20747585,53.9694268,52,49.96543112,10.88647213,9.2,71.12804878,,56.64535235,18,53.33333333,19.83412633,2.292199748,241778,,,12190,15.98577738,3.523848859,71.79714923,1870,240396.4377,11218.29767,,28.59669983,27.175,783,3.559315894,15.11838601,4.834,337,0.139384063,5873,3276.35267,,2817944,476041094.2,476789955.6,3.314699008,9478509.106,3.12119358,0.042726557,,,37.80782318,58.20794296,3.983819962,34.18090054,54,223.345383
"Venezuela, RB",VEN,South America,84.55739,5.432203664,6.400457516,3327.895595,2392.646664,29.94301461,2.444,459874,3.16482E+11,4.176425359,2.79617388,86,19.69510699,52.69964761,40.22,74.33097561,0.753524678,97.56403127,15.7,78.88888889,33.44552463,1.562421503,29500625,0.6,83.23877,912050,,1.608597455,53.7170603,212500,7728281.254,83106,0.847768434,40.80583071,20.386,3010273,15.41617819,46.65073359,5.215,1815638,6.154574691,7332413,10727.98257,0.9,50439651,1.74578E+11,1.74578E+11,12.61892839,252000000,6.171319052,0.007372637,,,29.14921379,65.05458832,5.796199322,12.35626031,236,7.999830512
Vietnam,VNM,Asia,29.5766,20.07945664,1.971889173,1099.009563,692.4411202,79.39084443,1.794,139410,1.35539E+11,6.240302749,14.49101566,96,83.52364724,37.8989964,35.07,75.45790244,1.982099234,141.5998702,25.2,71.11111111,283.2908698,1.038502231,87840000,0.4,,330951,,3.112788731,42.16190944,108420,16544477.83,135905.6729,1.00513853,19.76653267,16.157,47235962.56,,,5.643,3838206,,10174849,1543.02695,,9118403941,89926839674,92805275540,,,10.1745225,11.63750249,,1.137,23.11778069,70.34233093,6.539888859,35.52946563,411,4.678961749
"Yemen, Rep.",YEM,Asia,48.8956,,0.956709703,193.4843865,297.1518532,,4.348,5490,31078858746,-15.08839309,0.316456487,71,,,14.905,62.7184878,5.187233056,50.06821515,56.1,47.77777778,44.1392617,2.349709709,23304206,0.1,46.23057,527970,,4.130061793,78.82468946,234520,1492073.329,20176.72853,2.091763654,3.670280347,31.873,816555,11.71709132,31.14886997,7.392,109000,0.467726727,1075000,1333.615861,,678967,,,10.26832706,130134000,0.994449125,0.006342143,,,41.30918121,55.92070007,2.770135164,0.988630664,10,0.429107089
Zambia,ZMB,Africa,128.2664,10.19686624,0.223509065,599.9796388,632.2330186,38.06904025,5.773,493014,23731726500,6.338446147,24.80057046,83,31.82256984,35.94178923,11.5,55.83314634,1.302959235,59.88466455,95.9,60,18.34003148,3.104896536,13633796,13,,752610,15.96311448,4.204068542,97.93668923,234350,306034.3,11497,0.286347076,7.188094405,43.119,3373681,13.4269509,22.53016251,11.24,16415,0.120399337,85727,1740.654364,,221453792,,,8.113264181,30384545.75,2.96948794,0.040091852,,,46.83728409,50.52121353,2.641516685,90.45501956,21,1.540290026
Zimbabwe,ZWE,Africa,62.7284,13.20622854,0.738135818,628.5773402,699.074718,32.46964316,3.643,152970,10956226611,11.90540789,1.207209459,92,78.46165272,32.68663932,15.7,55.94621951,1.811189263,68.86878087,94,54.44444444,34.53208737,2.131742299,13358738,15.7,,390760,,1.584987213,81.09345238,163200,279347.6184,10020.70561,0.744416801,4.18592263,31.905,1698627,,,10.591,34000,0.25451506,356000,820.1543148,1.7,8927467,11737090163,11736980919,,,2.836947106,0.032962234,,1.335,40.80686188,55.22010422,3.973025084,75.7740042,17,1.272575299
